ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-04-01,41,64120,504,Employed,Associate,18,41887,36,Single,0,Own,147,0.3593803514413815,5,0,0.7264114163477433,0,Debt Consolidation,0,29,15,2521,1608,33618,9750,5343.333333333333,0.8623617930410763,7,23868,0.274887,0.27074419642580644,1711.7185698249327,0.3478574990314909,0,58.0
2018-04-02,51,74795,624,Employed,Associate,28,12059,48,Married,3,Rent,1031,0.27048750346737954,4,1,0.17612418338626842,0,Education,0,23,23,841,8105,54050,10739,6232.916666666667,0.8800546840991178,3,43311,0.195059,0.1719771494579087,349.1977041061216,0.2214368934992106,1,37.6
2018-04-03,31,15000,508,Employed,High School,7,21015,48,Married,1,Mortgage,570,0.19890955706167673,3,2,0.5106527778762034,0,Home,0,32,28,2182,772,60727,3465,1250.0,0.7197495270459846,6,57262,0.262015,0.2567045233272819,704.6784307582715,1.0197427446066172,0,57.0
2018-04-04,36,130756,485,Employed,Doctorate,16,26897,84,Divorced,0,Other,424,0.1928531996864055,3,1,0.5386359618523225,0,Auto,0,21,12,2237,1630,77789,9944,10896.333333333334,0.8430730518448716,4,67845,0.30939700000000003,0.3054952473556675,779.0297325650898,0.11040684015097646,1,42.400000000000006
2018-04-05,35,192154,552,Employed,High School,10,12267,60,Widowed,2,Rent,258,0.4261505444054459,1,2,0.31115775055841505,0,Education,0,19,22,1583,2209,517144,48391,16012.833333333334,0.6878042442843977,4,468753,0.241267,0.24200787267157642,354.3277384905251,0.038239812139670794,1,37.6
2018-04-06,22,29809,511,Employed,High School,0,36896,84,Married,0,Other,324,0.4721562235658095,3,1,0.24689664383760937,0,Education,0,28,21,4397,1782,22709,9882,2484.0833333333335,0.9175345041200765,7,12827,0.306396,0.3150068549219188,1092.4539868024438,0.5702119440984039,0,55.0
2018-04-07,43,30399,607,Self-Employed,High School,19,28433,48,Married,5,Mortgage,547,0.4400901178151389,3,3,0.1369410699168903,0,Auto,0,18,26,1036,499,120860,7694,2533.25,0.8835875079197213,4,113166,0.21993300000000002,0.2190186232367863,894.2981312383808,0.5689521883897685,0,48.0
2018-04-08,43,283369,560,Self-Employed,Bachelor,23,9851,24,Single,2,Rent,553,0.21647963466680892,4,1,0.22678802779116902,1,Education,1,23,22,12448,1707,61752,15406,23614.083333333332,0.8487664214422489,6,46346,0.20485099999999998,0.18550278453757013,494.4255262929254,0.044355968068190615,1,56.800000000000004
2018-04-09,40,20069,467,Employed,Associate,21,21614,48,Married,5,Mortgage,563,0.6050657279735583,5,1,0.16331004212493225,0,Debt Consolidation,0,19,10,3965,410,371788,15096,1672.4166666666667,0.7826818133617144,8,356692,0.283114,0.26525758999311955,735.1736435613486,0.7762262057270508,0,48.0
2018-04-10,37,46140,624,Employed,Bachelor,13,26714,72,Married,1,Rent,280,0.42841262363824906,4,1,0.3288292887842789,0,Auto,0,24,12,1549,710,25235,49246,3845.0,0.7612496684757876,7,10493,0.22971400000000003,0.227759038675215,683.5775510768132,0.25060534488343644,0,53.0
2018-04-11,23,39580,468,Employed,High School,0,16398,36,Married,5,Rent,253,0.10796833757162015,2,1,0.23551761258799128,0,Auto,0,25,4,146,931,47739,6451,3298.3333333333335,0.5731686129824567,3,41288,0.267398,0.2544688027110367,655.8635342305255,0.27555236004967926,0,55.0
2018-04-12,34,58856,547,Employed,High School,13,10509,24,Married,0,Mortgage,444,0.5678253447480206,2,0,0.37132442817257955,0,Debt Consolidation,0,21,28,21335,918,41627,4512,4904.666666666667,0.9241885471751785,6,37115,0.21200899999999998,0.19455664125139416,532.0736063915225,0.19900916264608995,1,44.0
2018-04-13,35,52547,605,Employed,Associate,14,25316,36,Married,0,Rent,592,0.4195022721386305,2,2,0.38914464638909696,0,Debt Consolidation,0,22,23,5120,236,7686,67560,4378.916666666667,0.816184823040086,6,2856,0.207816,0.2062109983305366,948.8640801898025,0.3518824854373728,0,52.0
2018-04-14,30,33534,581,Employed,Master,5,66544,48,Divorced,0,Own,404,0.1833481375510805,3,0,0.2864742946103141,0,Auto,1,25,24,8947,1056,60029,36025,2794.5,0.6623367875685253,3,24004,0.271044,0.28087403101195885,2322.530461351975,0.9756773882096887,0,58.0
2018-04-15,38,33159,612,Employed,Master,18,18151,36,Single,1,Own,846,0.4463145028447369,7,0,0.2099077780154615,0,Other,0,23,28,5735,1250,67601,6612,2763.25,0.9512908780840031,7,60989,0.197151,0.21464322123795523,688.1749864539919,0.5552067263019965,0,49.0
2018-04-16,44,32094,588,Employed,High School,18,48272,24,Married,0,Mortgage,410,0.32383592307474157,5,0,0.39659129236120216,0,Home,0,21,8,7353,1385,31800,69262,2674.5,0.8988095092212373,3,6797,0.229272,0.25259093259267,2582.6294673523084,1.1189491371666884,0,56.0
2018-04-17,62,32859,612,Employed,Bachelor,41,15121,36,Married,1,Mortgage,403,0.47059398331326174,4,0,0.4512097734162133,0,Auto,0,21,20,3928,850,7415,3030,2738.25,0.8253018001179709,9,4385,0.194121,0.18744546385677158,552.3246465986405,0.34888145589286607,0,55.0
2018-04-18,42,66171,658,Employed,Master,18,24532,60,Married,1,Rent,564,0.19107462693479346,0,3,0.8257626084326013,0,Home,0,32,3,4393,7902,146042,55285,5514.25,0.7784312632083839,6,90757,0.200532,0.22290771427684958,681.6090798843953,0.2258891199862892,0,52.0
2018-04-19,43,37881,639,Employed,Associate,21,32395,48,Married,1,Mortgage,742,0.37208344965675544,0,0,0.6074907408644333,0,Debt Consolidation,0,18,7,3601,1317,332813,67749,3156.75,0.8887712639972913,4,265064,0.20789500000000002,0.20202897564961655,989.2969677163574,0.5484428503100839,0,51.0
2018-04-20,39,24151,602,Employed,Master,15,21933,60,Single,2,Rent,205,0.2390923857922203,6,1,0.42201705837703163,0,Debt Consolidation,0,39,23,6886,715,209175,100589,2012.5833333333333,0.5788296385750237,4,108586,0.225933,0.27111959999999996,671.1998074514286,0.4353607589506498,0,51.0
2018-04-21,18,73262,586,Employed,High School,0,18979,48,Single,0,Mortgage,230,0.08767422146788129,6,3,0.5344476014960194,0,Debt Consolidation,0,13,27,7176,1501,61963,6676,6105.166666666667,0.7206900207383536,4,55287,0.220979,0.21935530473414583,597.2897804949511,0.1355065022240645,1,44.0
2018-04-22,39,43202,618,Employed,Master,17,31668,48,Single,3,Other,344,0.2003166814074748,2,0,0.7540553913184431,0,Home,0,24,3,4403,580,52160,21330,3600.1666666666665,0.887382882926391,5,30830,0.21766800000000003,0.21103450001123283,982.3845563007861,0.3684230979030933,0,59.0
2018-04-23,40,23266,555,Employed,Bachelor,17,56711,36,Single,2,Mortgage,1957,0.23357945711146666,2,0,0.5720473532974731,0,Debt Consolidation,0,23,1,7350,2876,205428,5005,1938.8333333333333,0.9579082914846826,4,200423,0.264211,0.25119698196793055,2258.4112353467244,2.174199897883637,0,60.0
2018-04-24,69,62341,624,Employed,Master,49,25598,48,Married,4,Mortgage,353,0.31061506453400034,2,0,0.20585613598525357,0,Auto,1,19,19,7869,1830,202684,91031,5195.083333333333,0.968969465324296,3,111653,0.20859800000000003,0.1870392867940283,761.3897253927248,0.2145085369935147,1,40.800000000000004
2018-04-25,37,53407,562,Employed,Bachelor,13,17017,12,Single,1,Mortgage,379,0.1193163338790854,3,2,0.28838101544057787,0,Debt Consolidation,0,17,14,1688,5518,72608,43013,4450.583333333333,0.8997565664602635,11,29595,0.201017,0.2364021034002176,1606.1591718839738,0.4460447144121124,0,51.0
2018-04-26,43,16070,617,Employed,Associate,22,20032,48,Married,5,Rent,549,0.09334001858411747,0,0,0.2826123691682163,0,Home,0,27,3,1627,2977,64610,23981,1339.1666666666667,0.8772591135401179,7,40629,0.20653200000000002,0.2275484736948773,639.3674614251264,0.8873932505974806,0,53.0
2018-04-27,39,77459,594,Employed,Master,17,77641,60,Single,2,Mortgage,657,0.04717830974531756,0,0,0.11749843493237763,0,Home,0,16,22,6986,4920,114999,10096,6454.916666666667,0.7099895086285611,5,104903,0.285641,0.318333262834267,2600.078781202348,0.5045888195616801,0,45.0
2018-04-28,25,19826,558,Employed,High School,4,23563,36,Married,5,Rent,439,0.6693825792235307,2,1,0.08771882825329999,0,Other,0,28,2,1511,125,72598,17713,1652.1666666666667,0.6888170146081475,6,54885,0.229563,0.2518210671490739,939.1317162309149,0.8341360130521022,0,56.0
2018-04-29,53,159856,497,Employed,Associate,35,16363,36,Married,0,Rent,722,0.16740055597164902,6,2,0.339187627287881,0,Education,0,29,4,4602,394,229488,22725,13321.333333333334,0.771899990433088,5,206763,0.25286299999999995,0.2773194305058211,674.4649228341087,0.104829215506514,1,40.0
2018-04-30,49,86821,635,Employed,Bachelor,27,12425,36,Married,2,Rent,222,0.39368592285557397,4,2,0.2950829942753755,0,Auto,0,19,5,1154,2218,105616,73324,7235.083333333333,0.9308271940616416,5,32292,0.179925,0.20617739169402524,465.6776351565429,0.0950476454069697,1,40.0
2018-05-01,49,46139,618,Employed,Bachelor,22,8840,24,Married,3,Own,275,0.271423749029406,2,0,0.0808277616193854,0,Auto,0,27,6,2379,614,121988,45056,3844.9166666666665,0.726831647227944,6,76932,0.17484000000000002,0.16875808698514896,436.5422835093852,0.18506052151352703,1,38.400000000000006
2018-05-02,29,27233,513,Self-Employed,Master,5,26417,36,Divorced,0,Mortgage,721,0.2886975631573225,1,0,0.12598764583089445,0,Debt Consolidation,1,19,26,223,5086,116779,15772,2269.4166666666665,0.6365341938429402,7,101007,0.254917,0.23586724023317038,1030.6906408963482,0.7718682367258907,0,57.0
2018-05-03,56,47725,624,Employed,High School,34,30556,120,Single,2,Mortgage,405,0.18800774221445038,4,0,0.09126661927474067,0,Auto,0,31,9,1650,863,54840,10025,3977.0833333333335,0.8624896237993401,1,44815,0.273556,0.2884142344720742,779.4863582666042,0.2978278952163279,0,48.0
2018-05-04,23,68981,577,Employed,Bachelor,1,18063,48,Married,3,Own,214,0.265602687592787,5,1,0.477216676836179,0,Auto,0,24,10,3493,3383,364083,34659,5748.416666666667,0.7737229976976638,6,329424,0.224563,0.2365242138423941,585.421465397605,0.13906811418754814,1,40.0
2018-05-05,47,57963,616,Employed,Bachelor,24,21862,48,Married,2,Own,208,0.1869254645081614,1,0,0.3580601528346707,0,Home,0,28,5,1397,1783,55104,51405,4830.25,0.5931283710024764,4,3699,0.20886200000000002,0.217980854688364,686.3916309538257,0.1851646666226025,0,52.0
2018-05-06,66,40228,563,Employed,High School,42,12268,60,Single,0,Rent,268,0.24304919335976108,3,2,0.35026590656461315,0,Education,0,21,18,541,1005,50204,64346,3352.3333333333335,0.8721675432078615,3,1730,0.23576799999999998,0.2364537140211763,350.4046883397313,0.18446992791281636,0,55.0
2018-05-07,28,41744,556,Unemployed,Associate,8,23540,60,Married,2,Mortgage,403,0.26992389194377264,2,2,0.395992475747621,0,Other,0,36,7,1362,546,46619,9278,3478.6666666666665,0.8486524521889651,8,37341,0.25054,0.23665031044000512,672.6288140400134,0.30920720986201994,0,59.0
2018-05-08,33,30015,463,Employed,High School,8,28022,96,Single,0,Own,509,0.5203671711607203,4,1,0.25774987149679923,0,Other,0,25,10,2194,1519,360000,15698,2501.25,0.8416907863804068,11,344302,0.33152200000000004,0.33958612578687003,851.4275262764389,0.5438990609800856,0,48.0
2018-05-09,41,35142,511,Employed,Associate,17,16855,84,Divorced,3,Own,342,0.7250445911322113,5,3,0.1095166058511188,0,Other,0,27,11,4943,924,11243,43819,2928.5,0.7342528992443588,8,8694,0.286355,0.2681132727727463,446.3394298126652,0.26919563934186963,0,53.0
2018-05-10,33,15378,640,Employed,Doctorate,9,51288,72,Single,0,Mortgage,489,0.10220396684661529,5,1,0.4561372183333482,0,Auto,0,17,17,2848,493,32569,11926,1281.5,0.6386532765857718,5,20643,0.246288,0.2255396847121571,1305.5871898540117,1.4003801715599,0,54.0
2018-05-11,21,90481,519,Employed,Bachelor,0,14493,108,Single,0,Mortgage,324,0.2822869361453516,0,0,0.2522564275216332,0,Debt Consolidation,0,26,8,1162,265,122757,29086,7540.083333333333,0.9434767854275878,5,93671,0.299993,0.3099142182284873,399.7571091995662,0.09598794565041054,0,50.0
2018-05-12,40,60706,556,Employed,Bachelor,17,25380,36,Married,0,Own,743,0.3838314457292997,5,2,0.6405150324525087,0,Education,0,22,7,8809,1206,85504,24958,5058.833333333333,0.8619548868875724,6,60546,0.23238,0.2142683151166728,961.7642900887516,0.3369876368244494,0,57.0
2018-05-13,27,30531,613,Unemployed,Doctorate,3,33663,60,Married,2,Rent,1445,0.4097023506822471,1,1,0.36785167003500746,1,Education,0,23,14,16895,2956,76931,11621,2544.25,0.7390489094417825,4,65310,0.232163,0.25312874351086434,994.2378279523696,0.9587256865293778,0,66.0
2018-05-14,45,137766,574,Employed,Associate,21,21191,84,Married,5,Mortgage,331,0.12931786966613137,1,2,0.11799547655184965,0,Debt Consolidation,0,24,11,1421,1468,93308,87688,11480.5,0.9665342390343526,4,5620,0.259191,0.2313081297218018,511.31783166522433,0.07336943788730667,1,37.6
2018-05-15,28,54479,614,Employed,Master,6,20045,60,Single,0,Own,512,0.21964914443182543,5,1,0.5198193491827803,0,Debt Consolidation,0,31,29,18049,2259,189883,21295,4539.916666666667,0.8444873125748905,6,168588,0.218045,0.23607952512239871,572.1014927762373,0.23879325819700883,1,40.800000000000004
2018-05-16,58,25472,644,Employed,Associate,37,10781,120,Divorced,0,Rent,492,0.2807257045075378,2,2,0.26135689343619956,0,Home,0,28,8,2288,969,75817,10754,2122.6666666666665,0.8313963512272998,6,65063,0.24378100000000003,0.20451432370963052,211.5859311968998,0.3314632213553234,0,50.0
2018-05-17,30,82373,582,Employed,Master,7,43419,24,Widowed,1,Mortgage,432,0.20005229662563406,1,1,0.2722584338902084,0,Other,0,13,1,4751,496,72683,56502,6864.416666666667,0.910046855577402,7,16181,0.227419,0.20424900013009642,2218.867828429969,0.3861752508851156,0,55.0
2018-05-18,36,52413,510,Employed,High School,10,20232,48,Married,3,Other,559,0.2678852188911653,3,0,0.35880565097844674,0,Debt Consolidation,0,26,6,11054,2336,228302,112889,4367.75,0.6798034597948821,6,115413,0.260232,0.30250360252724223,731.4222587243743,0.29544325080977035,0,52.0
2018-05-19,49,87194,607,Employed,Master,29,28815,120,Married,1,Rent,512,0.552052784406938,1,0,0.17381951346446498,0,Debt Consolidation,0,14,14,10414,868,75945,23821,7266.166666666667,0.7286389338019075,7,52124,0.280315,0.31905124513581173,800.4633249596403,0.18062664747018928,0,45.0
2018-05-20,25,31506,473,Employed,High School,5,30833,48,Married,1,Rent,318,0.4782794534604537,4,0,0.039833608796615974,0,Debt Consolidation,0,21,5,2180,1154,125117,9733,2625.5,0.8744603898334165,5,115384,0.289333,0.2550453456375172,1031.0293036321002,0.51381805508745,0,50.0
2018-05-21,42,57842,588,Employed,Associate,19,16088,60,Single,2,Rent,779,0.4350282909969287,3,1,0.33573573219015107,0,Education,0,24,16,10558,2292,12850,5681,4820.166666666667,0.7247325532409371,5,7169,0.227088,0.22873294706137462,452.35790577228414,0.2554596118610596,0,55.0
2018-05-22,55,54956,593,Employed,Bachelor,32,19955,12,Married,0,Mortgage,446,0.36583184587484135,0,1,0.23269978744743736,0,Debt Consolidation,0,18,13,5090,2333,38934,20487,4579.666666666667,0.8345081627891984,6,18447,0.188455,0.16482167045517718,1815.090552436973,0.49372382686592314,0,52.0
2018-05-23,20,54093,562,Employed,Associate,0,42926,60,Single,1,Own,332,0.21568254512413326,2,1,0.11869269264041957,0,Education,0,21,16,2603,1215,29985,257287,4507.75,0.7744490170634241,3,8516,0.266926,0.2855750880239719,1351.0107831095213,0.3733593884109636,0,50.0
2018-05-24,42,15000,462,Employed,Bachelor,19,12599,96,Widowed,1,Mortgage,1368,0.2110145508829121,3,2,0.290230174248936,0,Education,0,24,14,1462,2642,28945,37099,1250.0,0.9220239149881699,5,8389,0.316599,0.32536523978922405,369.97169893170997,1.3903773591453679,0,54.0
2018-05-25,43,36616,567,Employed,Associate,21,63828,48,Single,3,Mortgage,380,0.3585045597422398,1,0,0.5799145533830079,0,Home,0,14,2,2462,1879,42386,11034,3051.3333333333335,0.9019830656737455,3,31352,0.27532799999999996,0.2741918723591513,2203.381311584024,0.8466401501804753,0,63.0
2018-05-26,49,173702,642,Employed,Bachelor,24,15177,12,Married,4,Other,458,0.2970554858578619,3,1,0.2905962696280017,0,Debt Consolidation,0,26,24,6261,1918,41187,18073,14475.166666666666,0.4969257264870023,5,23114,0.159177,0.1515458566069375,1370.9577286754457,0.12635141071550904,1,37.6
2018-05-27,25,24696,603,Employed,High School,6,12212,12,Single,3,Mortgage,440,0.4398086206975376,6,1,0.32820103274946155,0,Debt Consolidation,0,29,26,2034,4240,145696,9664,2058.0,0.8300455408082092,7,136032,0.175712,0.18865937297408616,1124.6349282297954,0.7602696444265283,0,50.0
2018-05-28,24,26069,540,Employed,High School,3,23532,84,Married,1,Rent,378,0.1654453571496797,2,0,0.27158032523777814,0,Other,1,21,18,3923,1979,28290,29595,2172.4166666666665,0.7523813676085089,6,9726,0.278532,0.2881818592314037,654.2514508252644,0.4751627377307596,0,59.0
2018-05-29,46,40052,609,Employed,High School,24,66447,60,Single,1,Rent,504,0.15954187777916687,2,2,0.454007373132043,0,Home,0,20,2,1783,6853,155302,4619,3337.6666666666665,0.7484373414578916,7,150683,0.266947,0.2285851365380307,1867.774745167829,0.7106086323283218,0,53.0
2018-05-30,43,20477,611,Unemployed,Associate,24,8471,24,Married,0,Rent,264,0.2414309252095454,2,0,0.5292933072974986,0,Home,1,24,25,7357,285,129760,31915,1706.4166666666667,0.8009296943989829,5,97845,0.177971,0.1772169859156889,421.7688590242718,0.4018765594711755,0,64.0
2018-05-31,43,15000,509,Unemployed,High School,21,20526,24,Single,2,Mortgage,543,0.5277242144486495,3,0,0.21081801244973525,0,Debt Consolidation,0,18,22,1263,442,20916,22222,1250.0,0.8024516301921104,10,6721,0.241026,0.2200142337719774,1064.8654301762672,1.2862923441410137,0,58.0
2018-06-01,44,34414,566,Employed,Associate,18,27948,72,Divorced,2,Mortgage,167,0.0942131793631213,4,2,0.25924531762340286,0,Debt Consolidation,0,25,3,28583,678,29261,107062,2867.8333333333335,0.805980574260976,8,10636,0.25994799999999996,0.2645202421666218,777.9317625292008,0.32949326292643716,0,55.0
2018-06-02,31,48551,597,Unemployed,Associate,8,22400,72,Divorced,4,Mortgage,210,0.5072255471579934,8,2,0.15959245403056893,0,Debt Consolidation,0,28,9,3792,377,44707,36989,4045.9166666666665,0.9314406396896874,9,7718,0.2389,0.23851816951490107,587.7076473179327,0.19716363757317446,0,56.0
2018-06-03,42,42572,603,Employed,High School,19,26661,24,Married,0,Rent,1005,0.1603213802185099,6,2,0.10193222997198308,0,Auto,0,27,18,1537,6724,190563,59114,3547.6666666666665,0.7045394632039126,5,131449,0.20016099999999998,0.20394635137014794,1362.0783990853208,0.6672211967730868,0,43.0
2018-06-04,43,56719,561,Employed,Bachelor,23,15382,36,Single,3,Mortgage,215,0.3332080388859563,6,0,0.1343763869466806,0,Debt Consolidation,0,19,24,1785,5393,81572,46187,4726.583333333333,0.8002307537386999,5,35385,0.219882,0.232116333119081,597.130962138275,0.1718219916722668,1,40.0
2018-06-05,31,54587,545,Employed,Master,10,16319,72,Single,2,Other,151,0.4422605937079796,2,0,0.3400351965178046,0,Home,1,22,20,1077,2308,369473,27238,4548.916666666667,0.7970866188100015,6,342235,0.258819,0.22914331015203732,418.93648924777654,0.12529059796239614,1,44.0
2018-06-06,62,90122,606,Employed,High School,40,20451,48,Divorced,0,Other,217,0.4311124838637329,6,2,0.14688658463734508,0,Debt Consolidation,0,21,13,8406,1571,14526,39584,7510.166666666667,0.9173371699788202,2,1946,0.212451,0.21521040559914065,639.0248027680278,0.11398213125780979,0,47.0
2018-06-07,45,47822,615,Employed,Bachelor,23,12519,108,Single,2,Mortgage,962,0.39551698418688946,3,1,0.29033562518755557,0,Home,0,23,10,4121,391,16870,27555,3985.1666666666665,0.7922897517172056,3,4665,0.250019,0.2781266466802492,316.83260638189955,0.32089814889763696,0,50.0
2018-06-08,25,31243,560,Employed,Bachelor,0,21539,48,Single,4,Mortgage,164,0.4695987027924847,5,1,0.11529099865273186,0,Home,0,29,2,4134,1763,19429,6845,2603.5833333333335,0.7474665292759958,3,12584,0.236539,0.2564471834495094,721.9383609338057,0.34027655254635175,0,56.0
2018-06-09,47,34569,561,Employed,Associate,23,18135,60,Married,4,Mortgage,250,0.14305039301006514,3,1,0.3540894230335866,0,Debt Consolidation,0,36,21,4548,1264,121827,38423,2880.75,0.6622804905644902,3,83404,0.242635,0.23005631322206585,511.29286914882084,0.26426898174045677,1,41.6
